country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
World,1852,,1281158448.0,,,,207.595,8.817,4.435,3124.945,105.399,3.491,2.439,,,0.162,,,207.595,0.162,,,,,5176.226,9055.361,5176.226,,,8452.14,,0.0,,,,,,,0.544,3.531,2917.35,2.277,1250.699,0.976,148.849,0.116,,,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,,,,,100.0,,,100.0,0.001,0.003,0.004,0.0,4523.711,697.492,,
World,1853,,1282781891.0,,,,217.237,9.642,4.645,3152.687,27.742,0.888,2.458,,,0.169,,,217.237,0.169,,,,,5393.463,12208.048,5393.463,,,11387.59,,0.0,,,,,,,0.554,3.556,2935.45,2.288,1258.197,0.981,151.281,0.118,,,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,,,,,100.0,,,100.0,0.001,0.004,0.006,0.0,4561.398,711.177,,
World,1854,,1284514999.0,,,,255.039,37.802,17.401,3230.597,77.91,2.471,2.515,,,0.199,,,255.039,0.199,,,,,5648.502,15438.646,5648.502,,,14363.148,,0.0,,,,,,,0.59,3.623,2975.559,2.316,1270.693,0.989,153.588,0.12,,,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,,,,,100.0,,,100.0,0.002,0.006,0.008,0.0,4653.988,758.008,,
World,1855,,1286359120.0,,,,260.26,5.221,2.047,3288.08,57.482,1.779,2.556,,,0.202,,,260.223,0.202,,,,,5908.762,18726.725,5908.725,,,17390.969,0.037,0.0,,,,,,,0.596,3.669,3027.82,2.354,1277.153,0.993,155.733,0.121,0.037,0.0,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.002,0.007,0.01,0.0,4720.01,766.209,,
World,1856,,1288315736.0,,,,278.246,17.986,6.911,3322.114,34.034,1.035,2.579,,,0.216,,,278.205,0.216,,,,,6187.007,22048.838,6186.93,,,20434.838,0.077,0.0,,,,,,,0.613,3.698,3043.868,2.363,1285.795,0.998,157.684,0.122,0.04,0.0,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.003,0.009,0.012,0.0,4764.561,789.337,,
World,1857,,1290386388.0,,,,281.181,2.935,1.055,3372.865,50.751,1.528,2.614,,,0.218,,,281.13,0.218,,,,,6468.188,25421.703,6468.06,,,23526.52,0.128,0.0,,,,,,,0.616,3.737,3091.683,2.396,1291.702,1.001,159.404,0.124,0.051,0.0,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.003,0.01,0.014,0.0,4822.786,794.659,,
World,1858,,1292572700.0,,,,285.548,4.367,1.553,3397.97,25.105,0.744,2.629,,,0.221,,,285.486,0.221,,,,,6753.737,28819.674,6753.546,,,26638.941,0.191,0.0,,,,,,,0.62,3.756,3112.421,2.408,1297.422,1.004,160.86,0.124,0.062,0.0,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.004,0.012,0.016,0.001,4855.032,801.201,,
World,1859,,1295121860.0,,,,302.572,17.024,5.962,3458.485,60.516,1.781,2.67,,,0.234,,,302.517,0.234,,,,,7056.309,32278.158,7056.063,,,29794.855,0.245,0.0,,,,,,,0.636,3.803,3155.913,2.437,1306.546,1.009,162.016,0.125,0.055,0.0,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.004,0.013,0.018,0.001,4925.749,823.777,,
World,1860,,1298027373.0,,,,332.298,29.726,9.825,3228.275,-230.21,-6.656,2.487,,,0.256,,,332.025,0.256,,,,,7388.607,35506.434,7388.088,,,32690.832,0.519,0.0,,,,,,,0.663,3.626,2895.977,2.231,1317.403,1.015,162.837,0.125,0.273,0.0,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.005,0.015,0.02,0.001,4707.105,860.757,,
World,1861,,1301279942.0,,,,349.19,16.892,5.083,3115.803,-112.472,-3.484,2.394,,,0.268,,,348.249,0.268,,,,,7737.798,38622.238,7736.337,,,35457.441,1.46,0.0,,,,,,,0.678,3.538,2766.613,2.126,1325.747,1.019,163.448,0.126,0.941,0.001,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.005,0.016,0.022,0.001,4603.421,881.858,,
World,1862,,1304883100.0,,,,355.991,6.801,1.948,3048.249,-67.554,-2.168,2.336,,,0.273,,,354.592,0.272,,,,,8093.789,41670.484,8090.93,,,38149.703,2.859,0.0,,,,,,,0.683,3.481,2692.258,2.063,1332.229,1.021,164.005,0.126,1.399,0.001,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.005,0.017,0.024,0.001,4542.936,891.002,,
World,1863,,1308825538.0,,,,379.535,23.544,6.614,3042.359,-5.89,-0.193,2.324,,,0.29,,,378.242,0.289,,,,,8473.323,44712.844,8469.172,,,40812.527,4.152,0.0,,,,,,,0.704,3.475,2662.824,2.035,1343.454,1.026,164.522,0.126,1.293,0.001,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.006,0.019,0.026,0.001,4548.649,921.628,,
World,1864,,1312850777.0,,,,409.525,29.991,7.902,3096.068,53.709,1.765,2.358,,,0.312,,,408.416,0.311,,,,,8882.849,47808.914,8877.588,,,43499.07,5.261,0.0,,,,,,,0.73,3.514,2686.542,2.046,1354.044,1.031,165.014,0.126,1.11,0.001,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.006,0.02,0.028,0.001,4613.389,958.063,,
World,1865,,1316952210.0,,,,434.851,25.326,6.184,3043.131,-52.937,-1.71,2.311,,,0.33,,,433.532,0.329,,,,,9317.7,50852.043,9311.119,,,46107.348,6.581,0.0,,,,,,,0.751,3.471,2608.28,1.981,1363.89,1.036,165.493,0.126,1.32,0.001,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.007,0.022,0.03,0.001,4570.625,989.088,,
World,1866,,1321129252.0,,,,449.067,14.216,3.269,3070.036,26.905,0.884,2.324,,,0.34,,,447.115,0.338,,,,,9766.768,53922.078,9758.234,,,48728.316,8.533,0.0,,,,,,,0.764,3.488,2620.969,1.984,1374.183,1.04,165.974,0.126,1.952,0.001,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.007,0.023,0.031,0.001,4608.313,1009.451,,
World,1867,,1325389634.0,,,,480.814,31.747,7.07,3055.824,-14.212,-0.463,2.306,,,0.363,,,478.829,0.361,,,,,10247.581,56977.902,10237.063,,,51303.328,10.518,0.0,,,,,,,0.789,3.473,2575.01,1.943,1382.202,1.043,166.47,0.126,1.985,0.001,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.008,0.024,0.033,0.001,4602.519,1045.072,,
World,1868,,1329732282.0,,,,494.494,13.68,2.845,3057.755,1.93,0.063,2.3,,,0.372,,,492.205,0.37,,,,,10742.074,60035.656,10729.269,,,53866.59,12.806,0.0,,,,,,,0.798,3.468,2563.261,1.928,1389.073,1.045,166.995,0.126,2.288,0.002,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.008,0.026,0.035,0.001,4611.74,1061.48,,
World,1869,,1334654211.0,,,,524.731,30.238,6.115,3080.701,22.946,0.75,2.308,,,0.393,,,522.117,0.391,,,,,11266.806,63116.363,11251.386,,,56422.559,15.42,0.0,,,,,,,0.822,3.481,2555.97,1.915,1399.244,1.048,167.563,0.126,2.614,0.002,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.009,0.027,0.037,0.001,4645.359,1097.75,,
World,1870,,1340168478.0,1963042985387.0,,,536.123,11.392,2.171,3447.55,366.849,11.908,2.572,1.756,,0.4,0.273,,532.99,0.398,,,,,11802.929,66563.906,11784.376,,,59333.984,18.553,0.0,,,,,,,0.83,3.746,2911.427,2.172,1406.298,1.049,168.188,0.125,3.133,0.002,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.009,0.029,0.039,0.001,5019.819,1112.064,,
World,1871,,1346202715.0,,,,569.777,33.653,6.277,3566.819,119.269,3.46,2.65,,,0.423,,,566.495,0.421,,,,,12372.705,70130.727,12350.87,,,62331.027,21.835,0.0,,,,,,,0.856,3.829,2997.042,2.226,1419.828,1.055,170.613,0.127,3.282,0.002,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.01,0.03,0.042,0.002,5154.968,1152.059,,
World,1872,,1352896118.0,,,,630.961,61.185,10.738,3788.768,221.949,6.223,2.8,,,0.466,,,627.264,0.464,,,,,13003.667,73919.492,12978.134,,,65488.836,25.533,0.0,,,,,,,0.905,3.992,3157.806,2.334,1438.484,1.063,176.099,0.13,3.698,0.003,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.01,0.032,0.044,0.002,5400.922,1224.993,,
World,1873,,1360163018.0,,,,670.467,39.506,6.261,3879.655,90.887,2.399,2.852,,,0.493,,,664.798,0.489,,,,,13674.135,77799.156,13642.933,,,68698.023,31.201,0.0,,,,,,,0.936,4.055,3209.188,2.359,1453.71,1.069,183.938,0.135,5.669,0.004,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.011,0.034,0.046,0.002,5514.893,1273.035,,
World,1874,,1367501771.0,,,,628.662,-41.805,-6.235,3939.355,59.7,1.539,2.881,,,0.46,,,622.42,0.455,,,,,14302.797,81738.508,14265.354,,,72008.711,37.444,0.0,,,,,,,0.899,4.087,3310.693,2.421,1458.43,1.066,193.42,0.141,6.242,0.005,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.012,0.035,0.049,0.002,5588.725,1229.412,,
World,1875,,1374940414.0,,,,681.048,52.386,8.333,4013.273,73.918,1.876,2.919,,,0.495,,,675.214,0.491,,,,,14983.845,85751.773,14940.566,,,75340.938,43.278,0.0,,,,,,,0.939,4.138,3332.225,2.424,1474.561,1.072,203.836,0.148,5.834,0.004,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.012,0.037,0.051,0.002,5689.142,1291.478,,
World,1876,,1382459121.0,,,,690.583,9.535,1.4,4078.097,64.824,1.615,2.95,,,0.5,,,684.048,0.495,,,,,15674.428,89829.875,15624.615,,,78728.453,49.812,0.0,,,,,,,0.944,4.178,3387.515,2.45,1485.312,1.074,214.477,0.155,6.534,0.005,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.013,0.039,0.054,0.002,5775.295,1305.333,,
World,1877,,1390028839.0,,,,704.033,13.45,1.948,4180.692,102.595,2.516,3.008,,,0.506,,,695.211,0.5,,,,,16378.46,94010.562,16319.826,,,82205.117,58.633,0.0,,,,,,,0.952,4.244,3476.66,2.501,1496.818,1.077,224.634,0.162,8.822,0.006,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.013,0.041,0.056,0.002,5899.497,1323.813,,
World,1878,,1397666358.0,,,,709.65,5.617,0.798,4241.147,60.454,1.446,3.034,,,0.508,,,699.612,0.501,,,,,17088.109,98251.719,17019.438,,,85736.609,68.671,0.0,,,,,,,0.954,4.278,3531.498,2.527,1506.982,1.078,233.598,0.167,10.038,0.007,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.014,0.043,0.059,0.002,5979.068,1333.009,,
World,1879,,1405838237.0,,,,759.794,50.145,7.066,4348.402,107.255,2.529,3.093,,,0.54,,,747.138,0.531,,,,,17847.904,102600.117,17766.576,,,89325.219,81.328,0.0,,,,,,,0.99,4.345,3588.607,2.553,1522.503,1.083,240.66,0.171,12.657,0.009,0.0,0.0,,,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.014,0.045,0.062,0.002,6108.896,1391.913,,
World,1880,,1414583216.0,,0.172,0.0,858.228,98.433,12.955,4481.337,132.936,3.057,3.168,,,0.607,,,842.695,0.596,,,,0.172,18706.131,107081.461,18609.271,,,92948.32,96.688,0.0,,,,,,,1.064,4.431,3623.11,2.561,1544.166,1.092,245.11,0.173,15.36,0.011,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.015,0.047,0.064,0.002,6267.865,1505.008,,
World,1881,,1423919001.0,,0.208,0.0,888.173,29.945,3.489,4491.63,10.293,0.23,3.154,,,0.624,,,870.726,0.611,,,,0.38,19594.303,111573.078,19479.996,,,96551.789,113.927,0.0,,,,,,,1.084,4.423,3603.458,2.531,1561.769,1.097,247.807,0.174,17.239,0.012,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,,,,100.0,100.0,,100.0,0.016,0.049,0.067,0.002,6298.316,1542.948,,
World,1882,,1433850986.0,,0.27,0.0,938.158,49.986,5.628,4621.833,130.203,2.899,3.223,,,0.654,,,918.787,0.641,,,,0.65,20532.461,116194.922,20398.785,,0.165,100235.461,132.862,0.0,,,,,0.165,0.0,1.117,4.498,3683.676,2.569,1579.738,1.102,250.13,0.174,18.936,0.013,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.016,0.051,0.07,0.003,6448.854,1601.261,,
World,1883,,1444371648.0,,0.348,0.0,997.862,59.704,6.364,4742.019,120.185,2.6,3.283,,,0.691,,,980.636,0.679,,,,0.999,21530.324,120936.938,21379.42,,0.546,103979.617,149.36,0.0,,,,,0.381,0.0,1.157,4.563,3744.156,2.592,1599.377,1.107,252.155,0.175,16.498,0.011,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.017,0.053,0.073,0.003,6590.572,1670.935,,
World,1884,,1455021634.0,,0.333,0.0,1009.762,11.9,1.192,4759.06,17.041,0.359,3.271,,,0.694,,,989.938,0.68,,,,1.331,22540.088,125696.0,22369.357,,1.718,107728.914,167.679,0.0,,,,,1.172,0.001,1.158,4.551,3749.298,2.577,1611.351,1.107,253.957,0.175,18.319,0.013,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.018,0.055,0.076,0.003,6621.438,1685.119,,
World,1885,,1465857041.0,,0.345,0.0,1017.489,7.727,0.765,4772.625,13.565,0.285,3.256,,,0.694,,,994.473,0.678,,,,1.676,23557.576,130468.625,23363.832,,5.434,111484.055,186.635,0.0,,,,,3.715,0.003,1.156,4.535,3755.136,2.562,1623.198,1.107,255.61,0.174,18.956,0.013,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.018,0.057,0.079,0.003,6648.329,1694.989,,
World,1886,,1476798447.0,,0.374,0.0,1032.987,15.498,1.523,4783.079,10.454,0.219,3.239,,,0.699,,,1003.117,0.679,,,,2.05,24590.562,135251.703,24366.949,,13.11,115234.141,208.455,0.0,,,,,7.676,0.005,1.161,4.519,3750.092,2.539,1636.286,1.108,257.19,0.174,21.821,0.015,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.019,0.06,0.082,0.003,6673.521,1713.864,,
World,1887,,1487893376.0,,0.556,0.0,1084.283,51.296,4.966,4893.109,110.03,2.3,3.289,,,0.729,,,1048.46,0.705,,,,2.607,25674.846,140144.797,25415.408,,24.897,119042.969,231.935,0.0,,,,,11.787,0.008,1.192,4.573,3808.826,2.56,1654.795,1.112,258.773,0.174,23.479,0.016,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.02,0.062,0.085,0.003,6803.576,1773.959,,
World,1888,,1499115427.0,,0.541,0.0,1201.342,117.058,10.796,5001.777,108.668,2.221,3.336,,,0.801,,,1159.449,0.773,,,,3.147,26876.189,145146.594,26574.855,,41.671,122843.406,256.513,0.0,,,,,16.774,0.011,1.272,4.629,3800.435,2.535,1679.947,1.121,260.432,0.174,24.578,0.016,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.021,0.064,0.088,0.003,6938.952,1906.466,,
World,1889,,1510109709.0,,0.582,0.0,1202.098,0.756,0.063,5037.133,35.356,0.707,3.336,,,0.796,,,1160.885,0.769,,,,3.729,28078.285,150183.719,27735.742,,53.897,126678.445,284.917,0.0,,,,,12.227,0.008,1.265,4.628,3835.035,2.54,1692.237,1.121,262.244,0.174,28.404,0.019,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.021,0.066,0.091,0.003,6988.416,1909.823,,
World,1890,,1520891633.0,,0.665,0.0,1307.255,105.158,8.748,5423.613,386.48,7.673,3.566,,,0.86,,,1260.254,0.829,,,,4.394,29385.541,155607.328,28995.996,,65.585,130794.797,319.565,0.0,,,,,11.688,0.008,1.337,4.873,4116.357,2.707,1718.415,1.13,272.135,0.179,34.648,0.023,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.022,0.069,0.095,0.004,7410.932,2033.261,,
World,1891,,1531425085.0,,0.684,0.0,1369.598,62.343,4.769,5575.736,152.123,2.805,3.641,,,0.894,,,1319.138,0.861,,,,5.078,30755.139,161183.078,30315.135,,74.533,135000.938,360.395,0.0,,,,,8.947,0.006,1.375,4.953,4206.138,2.747,1737.446,1.135,275.376,0.18,40.829,0.027,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.023,0.071,0.098,0.004,7585.248,2105.497,,
World,1892,,1541712153.0,,0.728,0.0,1380.536,10.938,0.799,5562.223,-13.513,-0.242,3.608,,,0.895,,,1331.829,0.864,,,,5.806,32135.676,166745.297,31646.963,,82.308,139182.625,400.598,0.0,,,,,7.775,0.005,1.375,4.922,4181.686,2.712,1750.336,1.135,278.739,0.181,40.204,0.026,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.024,0.074,0.101,0.004,7588.023,2120.234,,
World,1893,,1551756342.0,,0.665,0.0,1363.18,-17.357,-1.257,5582.068,19.845,0.357,3.597,,,0.878,,,1312.683,0.846,,,,6.471,33498.855,172327.359,32959.645,,89.596,143401.516,443.142,0.0,,,,,7.288,0.005,1.354,4.91,4218.889,2.719,1757.747,1.133,282.182,0.182,42.544,0.027,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.025,0.076,0.105,0.004,7618.795,2101.242,,
World,1894,,1561938512.0,,0.695,0.0,1412.227,49.048,3.598,5715.95,133.882,2.398,3.66,,,0.904,,,1363.137,0.873,,,,7.166,34911.086,178043.312,34322.781,,96.294,147705.234,484.84,0.0,,,,,6.698,0.004,1.383,4.978,4303.722,2.755,1777.388,1.138,285.662,0.183,41.697,0.027,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.026,0.079,0.108,0.004,7775.792,2160.927,,
World,1895,,1572272041.0,,0.726,0.0,1495.964,83.737,5.929,5786.031,70.082,1.226,3.68,,,0.951,,,1439.659,0.916,,,,7.892,36407.047,183829.328,35762.441,,103.336,151995.297,533.376,0.0,,,,,7.042,0.004,1.437,5.007,4290.067,2.729,1800.448,1.145,289.137,0.184,48.536,0.031,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.026,0.081,0.112,0.004,7872.411,2258.76,,
World,1896,,1582693744.0,,0.791,0.0,1545.451,49.487,3.308,5850.712,64.681,1.118,3.697,,,0.976,,,1485.244,0.938,,,,8.683,37952.496,189680.062,37247.684,,110.184,156300.562,585.944,0.0,,,,,6.848,0.004,1.463,5.028,4305.261,2.72,1817.2,1.148,292.564,0.185,52.568,0.033,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.027,0.084,0.116,0.004,7957.284,2316.076,,
World,1897,,1593261169.0,,0.914,0.001,1618.405,72.954,4.721,5993.856,143.144,2.447,3.762,,,1.016,,,1554.677,0.976,,,,9.596,39570.902,195673.922,38802.363,,117.471,160676.0,641.471,0.0,,,,,7.288,0.005,1.507,5.1,4375.451,2.746,1838.674,1.154,295.9,0.186,55.527,0.035,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.028,0.087,0.119,0.004,8125.195,2401.617,,
World,1898,,1603953574.0,,1.007,0.001,1706.967,88.561,5.472,6098.222,104.365,1.741,3.802,,,1.064,,,1640.331,1.023,,,,10.603,41277.871,201772.141,40442.695,,125.931,165067.266,698.64,0.0,,,,,8.46,0.005,1.561,5.147,4391.255,2.738,1861.349,1.16,299.103,0.186,57.169,0.036,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.029,0.09,0.123,0.005,8255.487,2504.003,,
World,1899,,1615300901.0,,1.29,0.001,1864.424,157.458,9.224,6291.44,193.219,3.168,3.895,,,1.154,,,1792.204,1.11,,,,11.894,43142.293,208063.578,42234.895,,136.836,169494.281,758.666,0.0,,,,,10.904,0.007,1.662,5.252,4427.016,2.741,1892.905,1.172,302.13,0.187,60.026,0.037,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.03,0.092,0.127,0.005,8483.32,2684.199,,
World,1900,,1627273655.0,3503708270156.0,1.395,0.001,1962.884,98.46,5.281,6423.621,132.18,2.101,3.947,1.833,,1.206,0.56,,1882.645,1.157,,,,13.288,45105.176,214487.188,44117.539,,148.377,173955.016,825.969,0.0,,,,,11.542,0.007,1.721,5.312,4460.737,2.741,1919.446,1.18,304.938,0.187,67.303,0.041,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.031,0.095,0.131,0.005,8644.852,2800.415,,
World,1901,,1639887187.0,,1.666,0.001,2025.628,62.744,3.197,6611.075,187.454,2.918,4.031,,,1.235,,,1936.356,1.181,,,,14.954,47130.805,221098.266,46053.898,,161.238,178540.469,900.715,0.0,,,,,12.861,0.008,1.753,5.4,4585.447,2.796,1940.271,1.183,307.869,0.188,74.746,0.046,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.032,0.098,0.135,0.005,8856.1,2874.197,,
World,1902,,1653151632.0,,2.158,0.001,2076.956,51.328,2.534,6704.71,93.636,1.416,4.056,,,1.256,,,1980.299,1.198,,,,17.112,49207.762,227802.969,48034.199,,174.934,183168.219,981.518,0.0,,,,,13.696,0.008,1.775,5.427,4627.754,2.799,1957.994,1.184,311.228,0.188,80.803,0.049,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.033,0.101,0.139,0.005,8970.866,2933.611,,
World,1903,,1667064512.0,,2.548,0.002,2264.592,187.636,9.034,6927.692,222.981,3.326,4.156,,,1.358,,,2161.955,1.297,,,,19.661,51472.352,234730.672,50196.152,,189.462,187831.312,1067.078,0.0,,,,,14.528,0.009,1.888,5.538,4663.1,2.797,1993.062,1.196,314.923,0.189,85.56,0.051,0.0,0.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.034,0.104,0.144,0.005,9232.675,3146.792,,
World,1904,,1681154888.0,,2.749,0.002,2290.255,25.663,1.133,7062.163,134.471,1.941,4.201,,,1.362,,,2174.434,1.293,,,,22.409,53762.609,241792.828,52370.586,,204.627,192603.219,1163.151,1.834,,,,,15.165,0.009,1.891,5.584,4771.908,2.838,2008.754,1.195,318.858,0.19,96.073,0.057,0.001,1.834,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,100.0,100.0,,100.0,0.035,0.108,0.148,0.005,9386.916,3178.697,,
